,index,video_id,video_path,duration,begin_frame,end_frame,captions,subject,predicate,object
574,288,v_NwfS7eZiMLg,https://www.youtube.com/watch?v=NwfS7eZiMLg,134.72,133.36,134.72," He finishes, and smiles at the camera.",man,finish,camera
575,289,v_aJbl1eVBzk0,https://www.youtube.com/watch?v=aJbl1eVBzk0,187.83,0,187.83,People are working in a bike shop fixing a bike.,people,work in,bike shop
576,289,v_aJbl1eVBzk0,https://www.youtube.com/watch?v=aJbl1eVBzk0,187.83,0,187.83,People are working in a bike shop fixing a bike.,people,fix,bike
577,290,v_aJbl1eVBzk0,https://www.youtube.com/watch?v=aJbl1eVBzk0,187.83,122.08,129.6,They put the wheels back onto the bike.,wheels,onto,bike
578,291,v_aJbl1eVBzk0,https://www.youtube.com/watch?v=aJbl1eVBzk0,187.83,143.69,146.5, The put the seat on the bike.,seat,on,bike
579,292,v_aJbl1eVBzk0,https://www.youtube.com/watch?v=aJbl1eVBzk0,187.83,167.16,169.97, The bike is put together on the floor.,bike,on,floor
580,293,v_UYHgieL5IKM,https://www.youtube.com/watch?v=UYHgieL5IKM,185.17,0,90.73,"A man is giving advice on outdoor activities, specifically mushrooming and closeup is shown and the man talks about it.",man,give,advice
581,293,v_UYHgieL5IKM,https://www.youtube.com/watch?v=UYHgieL5IKM,185.17,0,90.73,"A man is giving advice on outdoor activities, specifically mushrooming and closeup is shown and the man talks about it.",man,is,giving
582,293,v_UYHgieL5IKM,https://www.youtube.com/watch?v=UYHgieL5IKM,185.17,0,90.73,"A man is giving advice on outdoor activities, specifically mushrooming and closeup is shown and the man talks about it.",man,is,mushrooming
583,294,v_UYHgieL5IKM,https://www.youtube.com/watch?v=UYHgieL5IKM,185.17,0,90.73,"A man is giving advice on outdoor activities, specifically mushrooming and closeup is shown and the man talks about it.",man,talk about,closeup
584,295,v_UYHgieL5IKM,https://www.youtube.com/watch?v=UYHgieL5IKM,185.17,52.77,141.66,  The man cuts one open and then cuts it in half.,man,cut,one
585,296,v_UYHgieL5IKM,https://www.youtube.com/watch?v=UYHgieL5IKM,185.17,52.77,141.66,  The man cuts one open and then cuts it in half.,man,cut,half
586,297,v_UYHgieL5IKM,https://www.youtube.com/watch?v=UYHgieL5IKM,185.17,157.39,181.47,  Another man talks about the experience.,man,talk about,experience
587,298,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,0,1.37,A man and woman are seated on a porch.,man,sit on,porch
588,298,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,0,1.37,A man and woman are seated on a porch.,woman,sit on,porch
589,299,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,1.92,20.59, The man plays bongo drums while the woman helps occasionally.,man,play,drums
590,299,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,1.92,20.59, The man plays bongo drums while the woman helps occasionally.,drums,is,bongo
591,300,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,1.92,20.59, The man plays bongo drums while the woman helps occasionally.,woman,help,occasionally
592,301,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,21.4,27.62, Another hand is seen banging a drum in the foreground.,hand,is,banging
593,301,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,21.4,27.62, Another hand is seen banging a drum in the foreground.,hand,in,foreground
594,301,v_f0CViWbj3V4,https://www.youtube.com/watch?v=f0CViWbj3V4,27.62,21.4,27.62, Another hand is seen banging a drum in the foreground.,hand,is,2
595,302,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,0,24.79,"A person walks on the roof of a climbing equipment, then he goes down the wall and reach the floor and walk forward.",person,walk on,roof
596,302,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,0,24.79,"A person walks on the roof of a climbing equipment, then he goes down the wall and reach the floor and walk forward.",person,walk on,climbing equipment
597,303,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,0,24.79,"A person walks on the roof of a climbing equipment, then he goes down the wall and reach the floor and walk forward.",man,reach,floor
598,303,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,0,24.79,"A person walks on the roof of a climbing equipment, then he goes down the wall and reach the floor and walk forward.",man,go down,wall
599,304,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,24.79,40.95," The man stand with the hands on the border on the equipment and descend down the walk with the hands, then he walk on hands sideward.",man,stand with,hands
600,304,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,24.79,40.95," The man stand with the hands on the border on the equipment and descend down the walk with the hands, then he walk on hands sideward.",man,have,hands
601,304,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,24.79,40.95," The man stand with the hands on the border on the equipment and descend down the walk with the hands, then he walk on hands sideward.",hands,on,equipment
602,304,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,24.79,40.95," The man stand with the hands on the border on the equipment and descend down the walk with the hands, then he walk on hands sideward.",man,descend down,walk
603,304,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,24.79,40.95," The man stand with the hands on the border on the equipment and descend down the walk with the hands, then he walk on hands sideward.",hands,on,walk
604,305,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,24.79,40.95," The man stand with the hands on the border on the equipment and descend down the walk with the hands, then he walk on hands sideward.",hands,is,sideward
605,305,v_h8J08sJ2no0,https://www.youtube.com/watch?v=h8J08sJ2no0,45.5,24.79,40.95," The man stand with the hands on the border on the equipment and descend down the walk with the hands, then he walk on hands sideward.",man,walk on,hands
606,306,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,0.74,44.38,A woman is seen holding two dogs on a leash and proceeds to unhook them and let them go.,woman,hold,dogs
607,306,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,0.74,44.38,A woman is seen holding two dogs on a leash and proceeds to unhook them and let them go.,dogs,is,2
608,306,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,0.74,44.38,A woman is seen holding two dogs on a leash and proceeds to unhook them and let them go.,woman,on,leash
609,307,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,0.74,44.38,A woman is seen holding two dogs on a leash and proceeds to unhook them and let them go.,woman,unhook,dogs
610,307,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,0.74,44.38,A woman is seen holding two dogs on a leash and proceeds to unhook them and let them go.,woman,let,dogs
611,308,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,bag,tie to,man
612,308,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,man,have,business
613,308,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,man,is,down
614,308,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,bag,is,tied to
615,308,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,bag,is,business
616,309,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,bikes,behind,run off
617,309,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,bikes,is,1
618,309,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,run off,is,2
619,309,v_g0XO-rWHmzs,https://www.youtube.com/watch?v=g0XO-rWHmzs,73.98,35.5,71.38, One down then does his business into a bag tied to him and runs off behind bikes.,run off,is,down
620,310,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,0,63.45,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle.,people,sit around,auditorium
621,310,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,0,63.45,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle.,people,is,large
622,311,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,0,63.45,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle.,man,fly,kites
623,311,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,0,63.45,A large group of people are seen sitting around an auditorium with one man flying kites around in the middle.,kites,around,man
624,312,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,62.81,128.17, The person continues moving around with the kites and walks away in the end with a woman speaking to the crowd.,person,move around,kites
625,313,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,62.81,128.17, The person continues moving around with the kites and walks away in the end with a woman speaking to the crowd.,person,walk away with,crowd
626,313,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,62.81,128.17, The person continues moving around with the kites and walks away in the end with a woman speaking to the crowd.,person,walk in,end
627,313,v_rBaR5xF8orE,https://www.youtube.com/watch?v=rBaR5xF8orE,128.17,62.81,128.17, The person continues moving around with the kites and walks away in the end with a woman speaking to the crowd.,woman,speak to,crowd
628,314,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,0,63.36,Two men in work out clothes are standing up against the wall and they begin to talk about working out.,men,is,standing
629,314,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,0,63.36,Two men in work out clothes are standing up against the wall and they begin to talk about working out.,men,is,in
630,314,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,0,63.36,Two men in work out clothes are standing up against the wall and they begin to talk about working out.,men,is,standing up
631,314,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,0,63.36,Two men in work out clothes are standing up against the wall and they begin to talk about working out.,men,is,against
632,314,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,0,63.36,Two men in work out clothes are standing up against the wall and they begin to talk about working out.,wall,is,against
633,315,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,0,63.36,Two men in work out clothes are standing up against the wall and they begin to talk about working out.,people,talk about,working out
634,316,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,63.36,136.38,One man is then shown and he bends down and shows the proper way to lift the bar with weight on it.,man,is,1
635,316,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,63.36,136.38,One man is then shown and he bends down and shows the proper way to lift the bar with weight on it.,man,is,bent down
636,316,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,63.36,136.38,One man is then shown and he bends down and shows the proper way to lift the bar with weight on it.,man,show,proper way
637,316,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,63.36,136.38,One man is then shown and he bends down and shows the proper way to lift the bar with weight on it.,man,show,bar
638,316,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,63.36,136.38,One man is then shown and he bends down and shows the proper way to lift the bar with weight on it.,bar,have,weight
639,317,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,135.3,214.77,A replay is then shown and the boy bends from the knees and then flips his wrist and brings it over his shoulder as he goes down into a squatting position.,boy,bend from,knees
640,317,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,135.3,214.77,A replay is then shown and the boy bends from the knees and then flips his wrist and brings it over his shoulder as he goes down into a squatting position.,replay,show,boy
641,318,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,135.3,214.77,A replay is then shown and the boy bends from the knees and then flips his wrist and brings it over his shoulder as he goes down into a squatting position.,wrist,flip,boy
642,318,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,135.3,214.77,A replay is then shown and the boy bends from the knees and then flips his wrist and brings it over his shoulder as he goes down into a squatting position.,wrist,over,shoulder
643,319,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,135.3,214.77,A replay is then shown and the boy bends from the knees and then flips his wrist and brings it over his shoulder as he goes down into a squatting position.,boy,go down,position
644,319,v_i2u80Y3BMYs,https://www.youtube.com/watch?v=i2u80Y3BMYs,214.77,135.3,214.77,A replay is then shown and the boy bends from the knees and then flips his wrist and brings it over his shoulder as he goes down into a squatting position.,boy,is,squatting
645,320,v_WvxwmaDFGqk,https://www.youtube.com/watch?v=WvxwmaDFGqk,11.48,0,1.32,A man is seen kneeling in a gym.,man,kneel in,gym
646,321,v_WvxwmaDFGqk,https://www.youtube.com/watch?v=WvxwmaDFGqk,11.48,1.77,7.36, He leans forward several times.,man,lean forward,times
647,322,v_WvxwmaDFGqk,https://www.youtube.com/watch?v=WvxwmaDFGqk,11.48,7.82,11.48, He is performing slow stretching moves.,man,perform,stretching
648,322,v_WvxwmaDFGqk,https://www.youtube.com/watch?v=WvxwmaDFGqk,11.48,7.82,11.48, He is performing slow stretching moves.,man,is,performing
649,323,v_xmag8UI8iws,https://www.youtube.com/watch?v=xmag8UI8iws,104.33,0,104.33, A person is using a leaf blower to blow leaves into a pile.,leaf blower,use to,blow leaves
650,324,v_xmag8UI8iws,https://www.youtube.com/watch?v=xmag8UI8iws,104.33,68.86,80.33, The leaves blow up onto a hedge.,leaves,blow onto,hedge
651,325,v_xmag8UI8iws,https://www.youtube.com/watch?v=xmag8UI8iws,104.33,100.68,104.33, They walk in front of a tree.,people,walk in front of,tree
652,326,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,0,14.03,A group of people are sitting down at the top of a snow slide in a tube.,people,sit at top of,snow slide
653,326,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,0,14.03,A group of people are sitting down at the top of a snow slide in a tube.,people,sit in,tube
654,327,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,13.51,28.62,The person holding the camera starts his journey and he is off down the slopes of snow.,person,hold,camera
655,327,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,13.51,28.62,The person holding the camera starts his journey and he is off down the slopes of snow.,person,start,journey
656,328,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,13.51,28.62,The person holding the camera starts his journey and he is off down the slopes of snow.,person,is,off
657,328,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,13.51,28.62,The person holding the camera starts his journey and he is off down the slopes of snow.,camera,on,slopes
658,329,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,28.79,35.54,"As he reaches the bottom,several black mats are placed in front of him to help slow him down.",mats,is,black
659,329,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,28.79,35.54,"As he reaches the bottom,several black mats are placed in front of him to help slow him down.",mats,in front of,man
660,329,v_N9LTq3gYmsI,https://www.youtube.com/watch?v=N9LTq3gYmsI,35.54,28.79,35.54,"As he reaches the bottom,several black mats are placed in front of him to help slow him down.",man,reach bottom of,mats
