,video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
65352,v_E7rhlhVA0SY,https://www.youtube.com/watch?v=E7rhlhVA0SY,71.37,117.01, The lady puts a dome in a chocolate dome and puts a crispies circle on it.,dome,in,chocolate dome
27082,v_rWHm1-o_zL0,https://www.youtube.com/watch?v=rWHm1-o_zL0,12.18,31.66," A janitor is shown rolling rugs, scraping gum, putting out signs, and mopping floors.",janitor,is,janitor
75367,v_yFOZHa2pn1g,https://www.youtube.com/watch?v=yFOZHa2pn1g,0.0,47.27,A guy is putting a cloth shackles on a lady's ankles.,shackles,is,cloth
6607,v_Alv7N6Ynm1Y,https://www.youtube.com/watch?v=Alv7N6Ynm1Y,117.67,197.77, They shake hands and hug as credits roll.,hands,is,roll
49377,v_zBg0FEtpC-o,https://www.youtube.com/watch?v=zBg0FEtpC-o,3.35,223.08,A man in a black knit hat talks to the camera while standing in front of a table with items on it and in front of a yellow truck with a black star on the door.,man,in front of,truck
49475,v_yBjsQN4fzVY,https://www.youtube.com/watch?v=yBjsQN4fzVY,31.31,41.2, They are talking about brushing teeth in underwear and how it is banned by Metacafe.,underwear,is,2
38788,v_brZ1m2qNUzc,https://www.youtube.com/watch?v=brZ1m2qNUzc,143.28,175.8,"  She wipes down door handles as well and then puts the rags into a washing machine, hanging up the pole in the end.",woman,wipe down,door handles
71344,v_9qNM5tNMxK4,https://www.youtube.com/watch?v=9qNM5tNMxK4,53.85,171.89, The player in red continues to swing his racket in a front hand as he never fails to miss a single shot.,player,miss,shot
6083,v_P6t2HLPZ3Dk,https://www.youtube.com/watch?v=P6t2HLPZ3Dk,24.22,48.44,More bowlers are shown and they begin falling onto the lanes as the attempt to throw the ball.,bowlers,is,shown
78639,v_CYj2ltxPNDo,https://www.youtube.com/watch?v=CYj2ltxPNDo,149.23,166.34, The athlete rests on the couch while the judges finish their critiques.,athlete,rest on,couch
59803,v_8VYre-lXqIo,https://www.youtube.com/watch?v=8VYre-lXqIo,105.54,177.38," She lifts her feet and arms, doing several martial arts moves.",feet,lift,arms
67123,v_IWHN3TD8mMQ,https://www.youtube.com/watch?v=IWHN3TD8mMQ,41.98,51.08, The woman drops salt in a pot of water and turns the burners on.,woman,turn,burners
11049,v_Mfk4bUp_ZC0,https://www.youtube.com/watch?v=Mfk4bUp_ZC0,0.0,80.74,Children are riding the  bumper cars at an amusement park or carnival.,children,ride,bumper cars
34976,v_pn1XDTlNMso,https://www.youtube.com/watch?v=pn1XDTlNMso,52.85,133.19, The women continue speaking as they show off how the polish works as well as the scenery in the area and another woman speaking to the camera.,women,speak,scenery
9936,v_GgfyTMpHfnI,https://www.youtube.com/watch?v=GgfyTMpHfnI,62.23,179.19, She then braids and twists her hair into a side braid.,hair,twist into,braid
49109,v_lj-VovhJcPA,https://www.youtube.com/watch?v=lj-VovhJcPA,158.7,213.02, A man and a woman talk with the reporter.,woman,talk with,reporter
69927,v_1Cf8TkmsbMU,https://www.youtube.com/watch?v=1Cf8TkmsbMU,90.44,104.04, We see the man in the image holding the cake again and see the man in the shirt which no longer fits and is too big.,shirt,is,too big
81128,v_mdwbRGlPn3A,https://www.youtube.com/watch?v=mdwbRGlPn3A,0.0,29.21,Three men are walking with the stilts.,men,walk with,stilts
24515,v_c7fu7RcM2iE,https://www.youtube.com/watch?v=c7fu7RcM2iE,173.75,179.12, The filming is interrupted by building staff.,staff,interrupt,filming
825,v_uFMDSiHu7g4,https://www.youtube.com/watch?v=uFMDSiHu7g4,0.0,13.59, A man wearing a striped shirt dances with a girl in a brown blouse at a street festival.,girl,wear,shirt
25134,v_-YMpwZkNc2A,https://www.youtube.com/watch?v=-YMpwZkNc2A,43.13,126.13, A scene appears over the man's video and he is seen rubbing cream on his face and shaving off the hair.,scene,is,scene
74888,v_kUTDgJmoRE8,https://www.youtube.com/watch?v=kUTDgJmoRE8,66.1,72.71, They are holding hands as they twirl around and dance.,hands,hold,people
55595,v_rVYuVW9tB3U,https://www.youtube.com/watch?v=rVYuVW9tB3U,34.46,42.07," The suma wrestlers begin fighting, with one of them immediately throwing the other to the ground.",wrestlers,begin,fight
51755,v_sByOncVAMqg,https://www.youtube.com/watch?v=sByOncVAMqg,29.41,80.76," She stands on the beam, then does several hand springs and flips.",woman,stand on,beam
28460,v_8xYzQMbI5fM,https://www.youtube.com/watch?v=8xYzQMbI5fM,47.64,80.76," He then wipes down the area, measures out more area, and then rolling the paper down over a tool.",area,is,4
59662,v_b_iUgvzb1-0,https://www.youtube.com/watch?v=b_iUgvzb1-0,0.0,27.56,A woman bends forward extending her left left arm on front and raising her leg up while having the right hand over her shoulder.,woman,have,right hand
36269,v_4MKbQ816r9A,https://www.youtube.com/watch?v=4MKbQ816r9A,0.0,2.6,A tall thin male is standing in a bar surrounded by liquor.,male,is,tall
11938,v_Ksbk5rtqVd0,https://www.youtube.com/watch?v=Ksbk5rtqVd0,49.55,83.03, She starts wiping the product onto her face.,product,on,face
4829,v_cCISvaObBxI,https://www.youtube.com/watch?v=cCISvaObBxI,120.44,137.92," Two team of girls compete, a girl with red uniform scores and the team wins.",girl,score,
50966,v_xmK2kbPSGUs,https://www.youtube.com/watch?v=xmK2kbPSGUs,15.93,77.01,  The woman pours ice in the glass and a few shots of alcohol and then pours lemonade in the glass with a mint sprig and lemon wedge on the rim.,lemon,pour,glass
34043,v_QQQ7jSVSG3A,https://www.youtube.com/watch?v=QQQ7jSVSG3A,192.69,209.44," They drop the scarves, focusing solely on the dance before dropping to the ground, then rising and dancing off stage.",scarves,is,8
51459,v_PdNb0g36a6U,https://www.youtube.com/watch?v=PdNb0g36a6U,4.83,66.99," A guy is standing, gesturing, and instructing in a gym.",guy,instruct in,gym
40618,v_ap2XL5wma4c,https://www.youtube.com/watch?v=ap2XL5wma4c,15.1,100.64, kid is using sunscreen and a woman is talking about coppertone sunscreen recommended for kids.,sunscreen,for,kids
67438,v_15HUSdsIHxg,https://www.youtube.com/watch?v=15HUSdsIHxg,50.25,57.85, Two women walk toward the door.,women,walk towards,door
49917,v_W2Wjbhsuacw,https://www.youtube.com/watch?v=W2Wjbhsuacw,11.34,20.62, The fire dies down a little but is still burning.,fire,die down,little
45275,v_6SHSstpZN1I,https://www.youtube.com/watch?v=6SHSstpZN1I,32.03,37.46, The kids have a hard time turning to come up the dirt track.,kids,turn to,dirt track
75676,v_3l7quTy4c2s,https://www.youtube.com/watch?v=3l7quTy4c2s,35.73,40.96, A cheer leading group comes together in a circle holding hands and flip team members when one falls to the ground.,cheerleaders,hold,team members
21199,v_MOH9q_3Z9zg,https://www.youtube.com/watch?v=MOH9q_3Z9zg,0.0,12.38,A little girl is shown in several images receiving a haircut.,girl,receive,haircut
5990,v_aeKIYkn99_Q,https://www.youtube.com/watch?v=aeKIYkn99_Q,4.38,7.67, People are in line at a ski slope.,people,at,ski slope
27412,v_74MEdLMrXAQ,https://www.youtube.com/watch?v=74MEdLMrXAQ,4.06,40.55,"Boys play indoor soccer while kicking the ball and passing it to playmates, then the referee enter to the center and gives instructions.",boys,kick,ball
41490,v_hS7VEMlJ4N0,https://www.youtube.com/watch?v=hS7VEMlJ4N0,0.0,22.46,A female is outside in a sports bra and bikini bottoms walking around prepping.,female,wear,sports bra
47343,v_piKE8obU4JY,https://www.youtube.com/watch?v=piKE8obU4JY,14.94,41.0," They begin their routine, each section moving in their own set way before coming together and spreading out again.",section,is,way
34494,v_yrvV4Ncqyf0,https://www.youtube.com/watch?v=yrvV4Ncqyf0,76.05,120.72," She dries some of the dishes with a rag and put the rest in the dishwasher, once the dishes are done in the dish washer she takes them out and puts them all away.",dishes,put away,dishwasher
53155,v_KrLVIvCoW90,https://www.youtube.com/watch?v=KrLVIvCoW90,193.43,213.73, boys are gathered under a tent in the sidewalk and doing tricks in skateboard showing the wey asphalt and the wet grass.,boys,gather under,tent
77861,v_UYUvjnlU9Ho,https://www.youtube.com/watch?v=UYUvjnlU9Ho,117.64,171.39, They continue playing croquet as they take turns to hit the balls one by one with the mallets.,players,play,croquet
7070,v_yduDG8EcM0A,https://www.youtube.com/watch?v=yduDG8EcM0A,60.81,63.53, He puts his hand over her hand while she is juicing the lemon.,hand,is,over
24723,v_b39hqdpOn7k,https://www.youtube.com/watch?v=b39hqdpOn7k,13.11,46.93,The man is now in an enclosed ad small racquetball court area and he's going through the motions of hitting a ball with his racquet with the words not recommended in the upper left corner.,man,hit with,racquet
73061,v_jwqotL-yNvE,https://www.youtube.com/watch?v=jwqotL-yNvE,132.86,168.18, He proceeds to do some break dancing moves before the video ends.,man,before,video
55247,v_f7qFnCkFIuQ,https://www.youtube.com/watch?v=f7qFnCkFIuQ,8.47,26.09, The man asks the boy to see his work and pans the camera over to his wife.,man,ask,boy
48580,v_WwcbpTANbeU,https://www.youtube.com/watch?v=WwcbpTANbeU,0.0,6.62,A view is seen of a deep canyon with a lift above it.,lift,above,canyon
4375,v_rF1n8L571vM,https://www.youtube.com/watch?v=rF1n8L571vM,7.5,157.4, Two women in gym exercise pants ride on stationary bikes in a gym together.,bikes,in,gym
58495,v_5wkGeYBS7hQ,https://www.youtube.com/watch?v=5wkGeYBS7hQ,91.82,187.42," The group continue to play beer pong when one final player is able to throw and land a ping pong ball while standing with his back to the cups at which point the boys celebrate, and laugh.",boys,laugh,2
66668,v_Qzewn-dGdOI,https://www.youtube.com/watch?v=Qzewn-dGdOI,6.82,12.92,A man holding a red cape is standing in front of a bull.,man,hold,cape
72020,v_ybcStSlBGPc,https://www.youtube.com/watch?v=ybcStSlBGPc,49.42,55.3, An animation of a knife stabs the pumpkin and a cat runs back and forth next to the table.,cat,run next to,table
57987,v_p4YTDxTASBI,https://www.youtube.com/watch?v=p4YTDxTASBI,2.19,20.43, A man shoots a flame up into the air followed by several others as well.,man,shoot,flame
7993,v_IIAaKRUze8A,https://www.youtube.com/watch?v=IIAaKRUze8A,114.84,188.27, He attaches the pieces securely.,pieces,attach to,he
73860,v_xSiT1pgUEm8,https://www.youtube.com/watch?v=xSiT1pgUEm8,15.19,63.11,There are six to eight people sailing down a turbulent water stream in a raft.,people,is,6 to 8
17227,v_1KKVWzCwRSA,https://www.youtube.com/watch?v=1KKVWzCwRSA,0.0,124.04, Many different people are in the background watching and doing different things in the snow.,people,in,background
38628,v_ewTlNriXY3c,https://www.youtube.com/watch?v=ewTlNriXY3c,26.23,206.59,There is a competitive game of tug of war going on in an open field.,tug of war,play in,field
40661,v_2vixXUJiNhk,https://www.youtube.com/watch?v=2vixXUJiNhk,21.19,34.57,A view from the water begins and a few houses and a lot of trees are shown on land.,view,from,water
14682,v_55sP2yXNFxY,https://www.youtube.com/watch?v=55sP2yXNFxY,140.42,193.21, The man continues to play while his father watches and speaks to the news host.,father,speak to,news host
4252,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,0.0,4.58, people are in sidewalk watching the girl walks.,people,in,sidewalk
49052,v_U_Pb3Wm_pb4,https://www.youtube.com/watch?v=U_Pb3Wm_pb4,0.0,3.47,An orange rope is tied to a tree and dangling in the wind.,rope,is,orange
41431,v_ytvIoI5uwFA,https://www.youtube.com/watch?v=ytvIoI5uwFA,91.52,98.41, One begins to fall after a punch.,punch,is,1
47008,v_n1LmL6_vxKs,https://www.youtube.com/watch?v=n1LmL6_vxKs,15.52,20.77, Finally he throws the weight down on the floor.,weight,throw down,floor
39557,v_zyh16NahocQ,https://www.youtube.com/watch?v=zyh16NahocQ,95.58,97.58, The lady grabs and lifts her hair.,lady,grab,hair
60705,v_lcVkXTsnR7A,https://www.youtube.com/watch?v=lcVkXTsnR7A,1.14,7.99,A guy climbs up the stairs carrying a black amplifier.,guy,climb up,stairs
29796,v_aVHmi3Kjr_Q,https://www.youtube.com/watch?v=aVHmi3Kjr_Q,12.65,56.21, The people move all around the house up and down the ladder and end by turning off the lights to see.,people,move up,ladder
26784,v_0vCynjlkM5A,https://www.youtube.com/watch?v=0vCynjlkM5A,1.18,2.43, The man with the jack lifts the car up.,man,with,jack
65251,v_Zi2Pah5-BXI,https://www.youtube.com/watch?v=Zi2Pah5-BXI,136.02,138.36, The tattoo artist turns off the light and stops his work.,tattoo artist,turn off,light
29608,v_XqxJsWQqKRk,https://www.youtube.com/watch?v=XqxJsWQqKRk,122.17,123.04, A large rectangular metal pan appears with instructions that say to fill it with a pan of hot water.,pan,have,water
2531,v_lroya8XhuPs,https://www.youtube.com/watch?v=lroya8XhuPs,49.0,170.55, men are in sandy field showing he girl how to play beach soccer.,men,in,field
8788,v_02WlEYafQ9Q,https://www.youtube.com/watch?v=02WlEYafQ9Q,23.63,43.65,  Several lone people paddle in small kayaks against the same violent water.,people,is,lone
223,v_bpg2PC2neQM,https://www.youtube.com/watch?v=bpg2PC2neQM,38.27,83.11, It then turns back to color and splits into multiple frames and speeds.,frames,is,2
67309,v_iIhEO_NA8gk,https://www.youtube.com/watch?v=iIhEO_NA8gk,81.81,113.87,The plane lands and she is in a cabin and begins skiing at a resort.,plane,land on,ground
50030,v_9XyrLUWZl40,https://www.youtube.com/watch?v=9XyrLUWZl40,0.0,1.91,A boy puts together a rubix cube and excitedly drops it.,boy,drop,it
10430,v_kC1DyxcRHBg,https://www.youtube.com/watch?v=kC1DyxcRHBg,49.99,74.69," The person makes sure that all the sides of the sink are cleaned, including the drain.",sink,have,sides
43757,v_UWusSRe8Whg,https://www.youtube.com/watch?v=UWusSRe8Whg,0.0,22.6,Two men are sitting in a room with four congos in front of them playing.,congo,in front of,men
15051,v_HoViId2LHl8,https://www.youtube.com/watch?v=HoViId2LHl8,125.05,135.19, She gets up laughing and gives the man a hug.,woman,give,man
1504,v_-ibmoYKRxQk,https://www.youtube.com/watch?v=-ibmoYKRxQk,0.0,45.1,A camera pans around a snowy area and transitions into several people in tubes down a hill.,camera,pan around,area
29433,v__ucD-3rUWWE,https://www.youtube.com/watch?v=_ucD-3rUWWE,39.35,76.01,The second person begins to kayak and goes ferociously down the next steep hill of rocks and waits.,person,go down,hill
74727,v_ACki-MP9qdQ,https://www.youtube.com/watch?v=ACki-MP9qdQ,5.29,37.0, First she puts 3 quarters of an ounce of Baileys and the same amount of pineapple juice.,pineapple juice,is,ounce
50224,v_c5Io6wg8D60,https://www.youtube.com/watch?v=c5Io6wg8D60,17.09,25.89, He starts running and builds up speed pretty quickly.,speed,is,quick
6953,v_98buk_vE_z4,https://www.youtube.com/watch?v=98buk_vE_z4,128.13,176.73, The men continuously play and end by stopping and smiling at one another.,men,stop at,men
48146,v_zE1l4avJZaU,https://www.youtube.com/watch?v=zE1l4avJZaU,68.95,126.04,They tie the ribbon onto a wrapped package.,ribbon,tie onto,package
59043,v_xE5KichXWrA,https://www.youtube.com/watch?v=xE5KichXWrA,9.97,34.9, A man does spins around in a circle and completes the throw celebrating his distance.,man,celebrate,distance
65993,v_gh8rmWE-564,https://www.youtube.com/watch?v=gh8rmWE-564,0.0,2.56,Two people are seen riding down a hill with one on skis and the other on a sled.,sled,on,sled
50772,v_gF0ymMmpS_M,https://www.youtube.com/watch?v=gF0ymMmpS_M,119.15,137.74, The trainer is folded to show compaction and ease of storage.,trainer,is,ease of storage
75355,v_3Hgwyprv8u4,https://www.youtube.com/watch?v=3Hgwyprv8u4,44.44,65.65, More shots are shown of the person using the attachments on the camera as well as showing how it's made.,person,use,attachments
61340,v_rVqeQ9D7EWo,https://www.youtube.com/watch?v=rVqeQ9D7EWo,20.93,165.08, He begins to shovel snow in front of the trailer.,snow,in front of,trailer
73234,v_EjUMR9v_8Pg,https://www.youtube.com/watch?v=EjUMR9v_8Pg,0.0,17.75,A man and a woman are sitting down talking on a bench in front of a wall with several rims.,wall,in front of,bench
69313,v_H-hgVm5G54Y,https://www.youtube.com/watch?v=H-hgVm5G54Y,8.08,35.25, A girl then shows us her brush.,girl,show,brush
5810,v_RVYINuYPY6o,https://www.youtube.com/watch?v=RVYINuYPY6o,17.49,72.29,"  The boys take turns throwing and hitting the cricket ball, helping each other out by redistributing the ball back into the game when they land in the field.",boys,redistribute,ball
